Submission_id,Participant_id,Status,Custom study tncs accepted at,Started_time,Completed_time,Reviewed_time,Archieve_time,Time_taken,Custom_id_prolific,Total_Prolific_approvals,Age,Sex,Ethnicity ,Birth_country,Residency_country,Nationality,Language,Student_status,Employment_status 
6627d5291046a8ea6c35cf59,5eba829dede045022d3b4fa1,APPROVED,Not Applicable,2024-04-23T15:35:12.132000Z,2024-04-23T15:36:02.148000Z,2024-04-23T16:11:28.952000Z,2024-04-23T15:36:02.525572Z,51,1,204,27,Male,White,Spain,Spain,Spain,Spanish,DATA_EXPIRED,DATA_EXPIRED
6627d534e10a99b723e7bac6,60784313b07c7303c87b1a22,APPROVED,Not Applicable,2024-04-23T15:35:16.013000Z,2024-04-23T15:36:23.114000Z,2024-04-23T16:11:32.697000Z,2024-04-23T15:36:23.640226Z,68,2,373,32,Male,White,Greece,Greece,Greece,Greek,DATA_EXPIRED,DATA_EXPIRED
6627d530da2eda7eb1adc44e,5e55be4de8fabb5c5550d54f,APPROVED,Not Applicable,2024-04-23T15:35:16.895000Z,2024-04-23T15:36:44.115000Z,2024-04-23T16:12:57.762000Z,2024-04-23T15:36:44.594485Z,88,3,479,27,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,Poland,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED
6627d53482fffcf9150181de,5e82537a0bf5f30abb81528a,APPROVED,Not Applicable,2024-04-23T15:35:22.230000Z,2024-04-23T15:36:32.418000Z,2024-04-23T16:13:00.044000Z,2024-04-23T15:36:32.927338Z,71,4,283,24,Female,White,Italy,Italy,Italy,Italian,Yes,Part-Time
6627d53e3b38f4685e85da9c,5f2a6a7726309f26ba44e7a2,APPROVED,Not Applicable,2024-04-23T15:35:30.694000Z,2024-04-23T15:37:13.532000Z,2024-04-23T16:13:00.752000Z,2024-04-23T15:37:14.203759Z,103,5,39,29,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,Poland,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED
6627d53f0fdec0d5c75002e8,610306546b1956445387be5f,APPROVED,Not Applicable,2024-04-23T15:35:31.474000Z,2024-04-23T15:36:37.869000Z,2024-04-23T16:13:01.767000Z,2024-04-23T15:36:38.679657Z,67,6,766,22,Female,White,Canada,Canada,Canada,English,Yes,Full-Time
6627d545066055f2ca5282e0,60b60515dc81e3c6a1155c6e,APPROVED,Not Applicable,2024-04-23T15:35:37.173000Z,2024-04-23T15:36:49.557000Z,2024-04-23T16:13:02.856000Z,2024-04-23T15:36:50.363094Z,73,7,439,22,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
6627d542b2097dbcd82e7fa7,61524bbc25d763f05d100f98,APPROVED,Not Applicable,2024-04-23T15:35:37.399000Z,2024-04-23T15:37:14.124000Z,2024-04-23T16:13:03.624000Z,2024-04-23T15:37:14.925578Z,97,101,251,28,Male,White,Italy,Italy,Italy,Italian,DATA_EXPIRED,DATA_EXPIRED
6627d546678e05f825126a89,5bfecff80ef0390001387cc2,APPROVED,Not Applicable,2024-04-23T15:35:37.582000Z,2024-04-23T15:36:53.720000Z,2024-04-23T16:13:04.714000Z,2024-04-23T15:36:54.469160Z,77,8,585,37,Female,Mixed,Mexico,Mexico,Mexico,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED
6627d548c24be447de645ab8,6048b828c0988bd2dc72944a,APPROVED,Not Applicable,2024-04-23T15:35:50.268000Z,2024-04-23T15:37:16.661000Z,2024-04-23T16:13:05.434000Z,2024-04-23T15:37:17.131953Z,87,9,217,21,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,Unemployed (and job seeking)
6627d5525b75796fe33ea9df,5f2ef7740f87702b99055397,APPROVED,Not Applicable,2024-04-23T15:35:51.520000Z,2024-04-23T15:38:25.031000Z,2024-04-23T16:13:06.956000Z,2024-04-23T15:38:25.478627Z,154,10,207,26,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time
6627d55675acd98873947fb5,5d00e9e28a840b00155c2006,APPROVED,Not Applicable,2024-04-23T15:35:54.252000Z,2024-04-23T15:36:38.033000Z,2024-04-23T16:13:30.540000Z,2024-04-23T15:36:38.573630Z,44,11,318,26,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time
6627d55d5339117911a78461,5ebbf33eeee8df01e5466614,APPROVED,Not Applicable,2024-04-23T15:36:04.236000Z,2024-04-23T15:37:04.011000Z,2024-04-23T16:13:08.106000Z,2024-04-23T15:37:04.437152Z,60,12,233,28,Male,White,Italy,Italy,Italy,Italian,Yes,Other
6627d55a9265aeef4797c687,6106c279c9009ccebe7284c4,APPROVED,Not Applicable,2024-04-23T15:36:07.470000Z,2024-04-23T15:36:33.266000Z,2024-04-23T16:13:10.216000Z,2024-04-23T15:36:33.780420Z,26,16,437,24,Female,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking)
6627d560024036002f2e7975,6174220dff877859159ed37c,APPROVED,Not Applicable,2024-04-23T15:36:08.977000Z,2024-04-23T15:38:11.162000Z,2024-04-23T16:13:14.745000Z,2024-04-23T15:38:11.643955Z,123,14,290,35,Male,Other,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
6627d565d917151ef85ccf73,65a25eb63de607c647878d6e,APPROVED,Not Applicable,2024-04-23T15:36:10.952000Z,2024-04-23T15:37:01.386000Z,2024-04-23T16:13:13.360000Z,2024-04-23T15:37:01.875382Z,51,17,52,20,Prefer not to say,White,Poland,Poland,Poland,Other,Yes,Part-Time
6627d5696975d459886ebc31,5c2cdd5a5005b60001acf35a,APPROVED,Not Applicable,2024-04-23T15:36:12.417000Z,2024-04-23T15:41:02.101000Z,2024-04-23T16:13:11.332000Z,2024-04-23T15:41:02.695842Z,290,18,324,24,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
6627d563384539780c5b6303,613feccfdd20f3529cc22bf3,APPROVED,Not Applicable,2024-04-23T15:36:15.964000Z,2024-04-23T15:38:11.314000Z,2024-04-23T16:13:12.212000Z,2024-04-23T15:38:12.162126Z,116,15,117,38,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Unemployed (and job seeking)
6627d571bda84ff4a85282f5,5e024357acd5cedc9da23c77,APPROVED,Not Applicable,2024-04-23T15:36:17.721000Z,2024-04-23T15:37:45.530000Z,2024-04-23T16:13:14.326000Z,2024-04-23T15:37:45.979190Z,88,19,246,35,Male,White,Greece,Greece,Greece,Greek,No,Full-Time
6627d573dc2aca89858c0ae9,5c3885dcf5ebd5000184defb,APPROVED,Not Applicable,2024-04-23T15:36:23.602000Z,2024-04-23T15:37:04.439000Z,2024-04-23T16:13:15.462000Z,2024-04-23T15:37:04.925703Z,41,20,565,32,Male,White,Greece,Greece,Greece,Greek,Yes,Full-Time
6627d5788d33a0f84c9b893e,5dc2c4b8e95f941e092f99ff,APPROVED,Not Applicable,2024-04-23T15:36:24.120000Z,2024-04-23T15:38:02.757000Z,2024-04-23T16:13:32.832000Z,2024-04-23T15:38:03.422253Z,99,21,330,40,Male,White,Greece,Greece,Greece,Greek,No,Unemployed (and job seeking)
6627d5767d1b37fabc738780,5e92f375c570bc00080b2a79,APPROVED,Not Applicable,2024-04-23T15:36:26.961000Z,2024-04-23T15:36:59.990000Z,2024-04-23T16:13:15.937000Z,2024-04-23T15:37:00.486686Z,34,22,610,32,Male,White,Portugal,Ireland,Portugal,Portuguese,No,Full-Time
6627d56d565706c815126a8b,60b707ddafe3646199fcedae,APPROVED,Not Applicable,2024-04-23T15:36:27.153000Z,2024-04-23T15:38:27.153000Z,2024-04-23T16:13:17.039000Z,2024-04-23T15:38:27.671076Z,120,23,19,28,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time
6627d573a155e9bcb9148147,60230fc6c505eb163dddda74,APPROVED,Not Applicable,2024-04-23T15:36:29.765000Z,2024-04-23T15:37:55.705000Z,2024-04-23T16:15:39.114000Z,2024-04-23T15:37:56.297625Z,86,24,445,22,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
